time,voltage,
77.519997954E-3,3.09999990,
77.560000122E-3,3.09999990,
77.600002289E-3,3.11999989,
77.639997005E-3,3.09999990,
77.679999173E-3,3.09999990,
77.720001340E-3,3.11999989,
77.759996057E-3,3.09999990,
77.799998224E-3,3.09999990,
77.840000391E-3,3.09999990,
77.880002558E-3,3.11999989,
77.919997275E-3,3.09999990,
77.959999442E-3,3.11999989,
78.000001609E-3,3.11999989,
78.039996326E-3,3.11999989,
78.079998493E-3,3.11999989,
78.120000660E-3,3.11999989,
78.160002828E-3,3.11999989,
78.199997544E-3,3.13999987,
78.239999712E-3,3.11999989,
78.280001879E-3,3.13999987,
78.319996595E-3,3.11999989,
78.359998763E-3,3.13999987,
78.400000930E-3,3.13999987,
78.439995646E-3,3.11999989,
78.479997814E-3,3.15999985,
78.519999981E-3,3.17999983,
78.560002148E-3,3.17999983,
78.599996865E-3,3.15999985,
78.639999032E-3,3.17999983,
78.680001199E-3,3.17999983,
78.719995916E-3,3.17999983,
78.759998083E-3,3.17999983,
78.800000250E-3,3.19999981,
78.840002418E-3,3.22000003,
78.879997134E-3,3.22000003,
78.919999301E-3,3.19999981,
78.960001469E-3,3.22000003,
78.999996185E-3,3.22000003,
79.039998353E-3,3.22000003,
79.080000520E-3,3.22000003,
79.120002687E-3,3.24000001,
79.159997404E-3,3.24000001,
79.199999571E-3,3.25999999,
79.240001738E-3,3.24000001,
79.279996455E-3,3.25999999,
79.319998622E-3,3.25999999,
79.360000789E-3,3.25999999,
79.400002956E-3,3.25999999,
79.439997673E-3,3.27999997,
79.479999840E-3,3.27999997,
79.520002007E-3,3.27999997,
79.559996724E-3,3.29999995,
79.599998891E-3,3.31999993,
79.640001059E-3,3.27999997,
79.679995775E-3,3.29999995,
79.719997942E-3,3.29999995,
79.760000110E-3,3.29999995,
79.800002277E-3,3.31999993,
79.839996994E-3,3.29999995,
79.879999161E-3,3.33999991,
79.920001328E-3,3.31999993,
79.959996045E-3,3.33999991,
79.999998212E-3,3.31999993,
80.040000379E-3,3.33999991,
80.080002546E-3,3.33999991,
80.119997263E-3,3.33999991,
80.159999430E-3,3.33999991,
80.200001597E-3,3.35999990,
80.239996314E-3,3.33999991,
80.279998481E-3,3.35999990,
80.320000648E-3,3.33999991,
80.360002816E-3,3.35999990,
80.399997532E-3,3.35999990,
80.439999700E-3,3.35999990,
80.480001867E-3,3.37999988,
80.519996583E-3,3.35999990,
80.559998751E-3,3.37999988,
80.600000918E-3,3.37999988,
80.639995635E-3,3.37999988,
80.679997802E-3,3.37999988,
80.719999969E-3,3.37999988,
80.760002136E-3,3.35999990,
80.799996853E-3,3.39999986,
80.839999020E-3,3.39999986,
80.880001187E-3,3.39999986,
80.919995904E-3,3.37999988,
80.959998071E-3,3.37999988,
81.000000238E-3,3.37999988,
81.040002406E-3,3.39999986,
81.079997122E-3,3.39999986,
81.119999290E-3,3.37999988,
81.160001457E-3,3.37999988,
81.199996173E-3,3.37999988,
81.239998341E-3,3.37999988,
81.280000508E-3,3.39999986,
81.320002675E-3,3.39999986,
81.359997392E-3,3.39999986,
81.399999559E-3,3.41999984,
81.440001726E-3,3.39999986,
81.479996443E-3,3.37999988,
81.519998610E-3,3.41999984,
81.560000777E-3,3.41999984,
81.600002944E-3,3.39999986,
81.639997661E-3,3.39999986,
81.679999828E-3,3.39999986,
81.720001996E-3,3.39999986,
81.759996712E-3,3.41999984,
81.799998879E-3,3.41999984,
81.840001047E-3,3.39999986,
81.879995763E-3,3.43999982,
81.919997931E-3,3.41999984,
81.960000098E-3,3.41999984,
82.000002265E-3,3.43999982,
82.039996982E-3,3.41999984,
82.079999149E-3,3.41999984,
82.120001316E-3,3.43999982,
82.159996033E-3,3.43999982,
82.199998200E-3,3.43999982,
82.240000367E-3,3.43999982,
82.280002534E-3,3.41999984,
82.319997251E-3,3.43999982,
82.359999418E-3,3.43999982,
82.400001585E-3,3.43999982,
82.439996302E-3,3.43999982,
82.479998469E-3,3.43999982,
82.520000637E-3,3.43999982,
82.560002804E-3,3.43999982,
82.599997520E-3,3.46000004,
82.639999688E-3,3.43999982,
82.680001855E-3,3.43999982,
82.719996572E-3,3.43999982,
82.759998739E-3,3.43999982,
82.800000906E-3,3.46000004,
82.839995623E-3,3.46000004,
82.879997790E-3,3.46000004,
82.919999957E-3,3.46000004,
82.960002124E-3,3.46000004,
82.999996841E-3,3.43999982,
83.039999008E-3,3.46000004,
83.080001175E-3,3.43999982,
83.119995892E-3,3.48000002,
83.159998059E-3,3.46000004,
83.200000226E-3,3.46000004,
83.240002394E-3,3.46000004,
83.279997110E-3,3.48000002,
83.319999278E-3,3.46000004,
83.360001445E-3,3.48000002,
83.399996161E-3,3.48000002,
83.439998329E-3,3.48000002,
83.480000496E-3,3.46000004,
83.520002663E-3,3.50000000,
83.559997380E-3,3.48000002,
83.599999547E-3,3.48000002,
83.640001714E-3,3.48000002,
83.679996431E-3,3.50000000,
83.719998598E-3,3.48000002,
83.760000765E-3,3.50000000,
83.799995482E-3,3.50000000,
83.839997649E-3,3.48000002,
83.879999816E-3,3.50000000,
83.920001984E-3,3.48000002,
83.959996700E-3,3.50000000,
83.999998868E-3,3.50000000,
84.040001035E-3,3.48000002,
84.079995751E-3,3.50000000,
84.119997919E-3,3.50000000,
84.160000086E-3,3.50000000,
84.200002253E-3,3.50000000,
84.239996970E-3,3.51999998,
84.279999137E-3,3.50000000,
84.320001304E-3,3.50000000,
84.359996021E-3,3.50000000,
84.399998188E-3,3.50000000,
84.440000355E-3,3.51999998,
84.480002522E-3,3.51999998,
84.519997239E-3,3.50000000,
84.559999406E-3,3.51999998,
84.600001574E-3,3.51999998,
84.639996290E-3,3.50000000,
84.679998457E-3,3.51999998,
84.720000625E-3,3.51999998,
84.760002792E-3,3.50000000,
84.799997509E-3,3.50000000,
84.839999676E-3,3.51999998,
84.880001843E-3,3.51999998,
84.919996560E-3,3.51999998,
84.959998727E-3,3.51999998,
85.000000894E-3,3.51999998,
85.039995611E-3,3.51999998,
85.079997778E-3,3.51999998,
85.119999945E-3,3.51999998,
85.160002112E-3,3.51999998,
85.199996829E-3,3.53999996,
85.239998996E-3,3.51999998,
85.280001163E-3,3.53999996,
85.319995880E-3,3.51999998,
85.359998047E-3,3.51999998,
85.400000215E-3,3.53999996,
85.440002382E-3,3.53999996,
85.479997098E-3,3.51999998,
85.519999266E-3,3.51999998,
85.560001433E-3,3.53999996,
85.599996150E-3,3.53999996,
85.639998317E-3,3.53999996,
85.680000484E-3,3.51999998,
85.720002651E-3,3.53999996,
85.759997368E-3,3.51999998,
85.799999535E-3,3.51999998,
85.840001702E-3,3.55999994,
85.879996419E-3,3.51999998,
85.919998586E-3,3.53999996,
85.960000753E-3,3.53999996,
85.999995470E-3,3.53999996,
86.039997637E-3,3.53999996,
86.079999804E-3,3.51999998,
86.120001972E-3,3.53999996,
86.159996688E-3,3.53999996,
86.199998856E-3,3.53999996,
86.240001023E-3,3.53999996,
86.279995739E-3,3.55999994,
86.319997907E-3,3.53999996,
86.360000074E-3,3.55999994,
86.400002241E-3,3.53999996,
86.439996958E-3,3.53999996,
86.479999125E-3,3.53999996,
86.520001292E-3,3.53999996,
86.559996009E-3,3.53999996,
86.599998176E-3,3.51999998,
86.640000343E-3,3.51999998,
86.680002511E-3,3.53999996,
86.719997227E-3,3.53999996,
86.759999394E-3,3.51999998,
86.800001562E-3,3.53999996,
86.839996278E-3,3.51999998,
86.879998446E-3,3.51999998,
86.920000613E-3,3.51999998,
86.960002780E-3,3.51999998,
86.999997497E-3,3.51999998,
87.039999664E-3,3.50000000,
87.080001831E-3,3.50000000,
87.119996548E-3,3.51999998,
87.159998715E-3,3.50000000,
87.200000882E-3,3.50000000,
87.239995599E-3,3.48000002,
87.279997766E-3,3.48000002,
87.319999933E-3,3.46000004,
87.360002100E-3,3.48000002,
87.399996817E-3,3.46000004,
87.439998984E-3,3.46000004,
87.480001152E-3,3.43999982,
87.519995868E-3,3.43999982,
87.559998035E-3,3.43999982,
87.600000203E-3,3.43999982,
87.640002370E-3,3.41999984,
87.679997087E-3,3.41999984,
87.719999254E-3,3.37999988,
87.760001421E-3,3.37999988,
87.799996138E-3,3.39999986,
87.839998305E-3,3.37999988,
87.880000472E-3,3.35999990,
87.920002639E-3,3.33999991,
87.959997356E-3,3.31999993,
87.999999523E-3,3.33999991,
88.040001690E-3,3.29999995,
88.079996407E-3,3.31999993,
88.119998574E-3,3.29999995,
88.160000741E-3,3.27999997,
88.199995458E-3,3.25999999,
88.239997625E-3,3.25999999,
88.279999793E-3,3.25999999,
88.320001960E-3,3.24000001,
88.359996676E-3,3.22000003,
88.399998844E-3,3.22000003,
88.440001011E-3,3.22000003,
88.479995728E-3,3.19999981,
88.519997895E-3,3.17999983,
88.560000062E-3,3.17999983,
88.600002229E-3,3.13999987,
88.639996946E-3,3.13999987,
88.679999113E-3,3.11999989,
88.720001280E-3,3.13999987,
88.759995997E-3,3.11999989,
88.799998164E-3,3.11999989,
88.840000331E-3,3.11999989,
88.880002499E-3,3.09999990,
88.919997215E-3,3.07999992,
88.959999382E-3,3.07999992,
89.000001550E-3,3.05999994,
89.039996266E-3,3.05999994,
89.079998434E-3,3.07999992,
89.120000601E-3,3.05999994,
89.160002768E-3,3.05999994,
89.199997485E-3,3.03999996,
89.239999652E-3,3.05999994,
89.280001819E-3,3.05999994,
89.319996536E-3,3.03999996,
89.359998703E-3,3.03999996,
89.400000870E-3,3.03999996,
89.439995587E-3,3.01999998,
89.479997754E-3,3.03999996,
89.519999921E-3,3.05999994,
89.560002089E-3,3.03999996,
89.599996805E-3,3.03999996,
89.639998972E-3,3.05999994,
89.680001140E-3,3.05999994,
89.719995856E-3,3.05999994,
89.759998024E-3,3.05999994,
89.800000191E-3,3.07999992,
89.840002358E-3,3.05999994,
89.879997075E-3,3.09999990,
89.919999242E-3,3.07999992,
89.960001409E-3,3.09999990,
89.999996126E-3,3.09999990,
90.039998293E-3,3.11999989,
90.080000460E-3,3.11999989,
90.120002627E-3,3.13999987,
90.159997344E-3,3.13999987,
90.199999511E-3,3.15999985,
90.240001678E-3,3.19999981,
90.279996395E-3,3.17999983,
90.319998562E-3,3.22000003,
90.360000730E-3,3.22000003,
90.399995446E-3,3.24000001,
90.439997613E-3,3.24000001,
90.479999781E-3,3.25999999,
90.520001948E-3,3.25999999,
90.559996665E-3,3.27999997,
90.599998832E-3,3.29999995,
90.640000999E-3,3.31999993,
90.679995716E-3,3.33999991,
90.719997883E-3,3.33999991,
90.760000050E-3,3.35999990,
90.800002217E-3,3.37999988,
90.839996934E-3,3.39999986,
90.879999101E-3,3.39999986,
90.920001268E-3,3.41999984,
90.959995985E-3,3.43999982,
90.999998152E-3,3.43999982,
91.040000319E-3,3.43999982,
91.080002487E-3,3.48000002,
91.119997203E-3,3.48000002,
91.159999371E-3,3.50000000,
91.200001538E-3,3.50000000,
91.239996254E-3,3.51999998,
91.279998422E-3,3.53999996,
91.320000589E-3,3.53999996,
91.359995306E-3,3.55999994,
91.399997473E-3,3.55999994,
91.439999640E-3,3.55999994,
91.480001807E-3,3.57999992,
91.519996524E-3,3.59999990,
91.559998691E-3,3.59999990,
91.600000858E-3,3.59999990,
91.639995575E-3,3.61999989,
91.679997742E-3,3.59999990,
91.719999909E-3,3.61999989,
91.760002077E-3,3.61999989,
91.799996793E-3,3.61999989,
91.839998960E-3,3.65999985,
91.880001128E-3,3.65999985,
91.919995844E-3,3.65999985,
91.959998012E-3,3.65999985,
92.000000179E-3,3.65999985,
92.040002346E-3,3.65999985,
92.079997063E-3,3.67999983,
92.119999230E-3,3.65999985,
92.160001397E-3,3.69999981,
92.199996114E-3,3.69999981,
92.239998281E-3,3.69999981,
92.280000448E-3,3.69999981,
92.320002615E-3,3.69999981,
92.359997332E-3,3.72000003,
92.399999499E-3,3.69999981,
92.440001667E-3,3.69999981,
92.479996383E-3,3.72000003,
92.519998550E-3,3.72000003,
92.560000718E-3,3.72000003,
92.599995434E-3,3.74000001,
92.639997602E-3,3.72000003,
92.679999769E-3,3.74000001,
92.720001936E-3,3.74000001,
92.759996653E-3,3.74000001,
92.799998820E-3,3.74000001,
92.840000987E-3,3.74000001,
92.879995704E-3,3.74000001,
92.919997871E-3,3.74000001,
92.960000038E-3,3.74000001,
93.000002205E-3,3.74000001,
93.039996922E-3,3.74000001,
93.079999089E-3,3.75999999,
93.120001256E-3,3.74000001,
93.159995973E-3,3.74000001,
93.199998140E-3,3.75999999,
93.240000308E-3,3.75999999,
93.280002475E-3,3.75999999,
93.319997191E-3,3.75999999,
93.359999359E-3,3.75999999,
93.400001526E-3,3.75999999,
93.439996243E-3,3.75999999,
93.479998410E-3,3.75999999,
93.520000577E-3,3.77999997,
93.559995294E-3,3.77999997,
93.599997461E-3,3.75999999,
93.639999628E-3,3.75999999,
93.680001795E-3,3.75999999,
93.719996512E-3,3.75999999,
93.759998679E-3,3.75999999,
93.800000846E-3,3.77999997,
93.839995563E-3,3.79999995,
93.879997730E-3,3.75999999,
93.919999897E-3,3.75999999,
93.960002065E-3,3.75999999,
93.999996781E-3,3.77999997,
94.039998949E-3,3.77999997,
94.080001116E-3,3.77999997,
94.119995832E-3,3.79999995,
94.159998000E-3,3.77999997,
94.200000167E-3,3.79999995,
94.240002334E-3,3.77999997,
94.279997051E-3,3.77999997,
94.319999218E-3,3.79999995,
94.360001385E-3,3.79999995,
94.399996102E-3,3.77999997,
94.439998269E-3,3.77999997,
94.480000436E-3,3.79999995,
94.520002604E-3,3.77999997,
94.559997320E-3,3.79999995,
94.599999487E-3,3.77999997,
94.640001655E-3,3.79999995,
94.679996371E-3,3.79999995,
94.719998538E-3,3.81999993,
94.760000706E-3,3.79999995,
94.799995422E-3,3.81999993,
94.839997590E-3,3.79999995,
94.879999757E-3,3.79999995,
94.920001924E-3,3.79999995,
94.959996641E-3,3.81999993,
94.999998808E-3,3.79999995,
95.040000975E-3,3.79999995,
95.079995692E-3,3.81999993,
95.119997859E-3,3.79999995,
95.160000026E-3,3.79999995,
95.200002193E-3,3.79999995,
95.239996910E-3,3.81999993,
95.279999077E-3,3.79999995,
95.320001245E-3,3.81999993,
95.359995961E-3,3.81999993,
95.399998128E-3,3.79999995,
95.440000296E-3,3.81999993,
95.480002463E-3,3.81999993,
95.519997180E-3,3.79999995,
95.559999347E-3,3.81999993,
95.600001514E-3,3.81999993,
95.639996231E-3,3.81999993,
95.679998398E-3,3.81999993,
95.720000565E-3,3.81999993,
95.759995282E-3,3.83999991,
95.799997449E-3,3.81999993,
95.839999616E-3,3.81999993,
95.880001783E-3,3.81999993,
95.919996500E-3,3.81999993,
95.959998667E-3,3.81999993,
96.000000834E-3,3.83999991,
96.039995551E-3,3.85999990,
96.079997718E-3,3.85999990,
96.119999886E-3,3.83999991,
96.160002053E-3,3.83999991,
96.199996769E-3,3.81999993,
96.239998937E-3,3.83999991,
96.280001104E-3,3.83999991,
96.319995821E-3,3.83999991,
96.359997988E-3,3.83999991,
96.400000155E-3,3.81999993,
96.440002322E-3,3.81999993,
96.479997039E-3,3.83999991,
96.519999206E-3,3.83999991,
96.560001373E-3,3.83999991,
96.599996090E-3,3.83999991,
96.639998257E-3,3.85999990,
96.680000424E-3,3.85999990,
96.719995141E-3,3.83999991,
96.759997308E-3,3.83999991,
96.799999475E-3,3.83999991,
96.840001643E-3,3.85999990,
96.879996359E-3,3.85999990,
96.919998527E-3,3.83999991,
96.960000694E-3,3.85999990,
96.999995410E-3,3.85999990,
97.039997578E-3,3.85999990,
97.079999745E-3,3.85999990,
97.120001912E-3,3.85999990,
97.159996629E-3,3.87999988,
97.199998796E-3,3.85999990,
97.240000963E-3,3.85999990,
97.279995680E-3,3.87999988,
97.319997847E-3,3.85999990,
97.360000014E-3,3.85999990,
97.400002182E-3,3.85999990,
97.439996898E-3,3.85999990,
97.479999065E-3,3.87999988,
97.520001233E-3,3.85999990,
97.559995949E-3,3.87999988,
97.599998116E-3,3.87999988,
97.640000284E-3,3.87999988,
97.680002451E-3,3.87999988,
97.719997168E-3,3.89999986,
97.759999335E-3,3.85999990,
97.800001502E-3,3.87999988,
97.839996219E-3,3.83999991,
97.879998386E-3,3.87999988,
97.920000553E-3,3.85999990,
97.959995270E-3,3.85999990,
97.999997437E-3,3.89999986,
98.039999604E-3,3.89999986,
98.080001771E-3,3.87999988,
98.119996488E-3,3.87999988,
