Record Length,2500,Points,-53.59999835E-3,7.00000000,
Sample Interval,39.99999899E-6,s,-53.55999991E-3,7.00000000,
Trigger Point,1.3400001E3,Samples,-53.51999775E-3,7.00000000,
,,,-53.47999930E-3,7.00000000,
,,,-53.43999714E-3,7.00000000,
,,,-53.39999869E-3,7.00000000,
Source,CH1,,-53.35999653E-3,6.96000004,
Vertical Units,Volts,,-53.31999809E-3,7.00000000,
Vertical Scale,999.999977648E-3,,-53.27999964E-3,7.00000000,
Vertical Offset,0,,-53.23999748E-3,7.00000000,
Horizontal Units,s,,-53.19999903E-3,6.96000004,
Horizontal Scale,9.999999747E-3,,-53.15999687E-3,7.00000000,
Pt Fmt,Y,,-53.11999843E-3,7.00000000,
Yzero,-6.16000000,,-53.07999998E-3,7.00000000,
Probe Atten,10.0000000,,-53.03999782E-3,6.96000004,
,,,-52.99999937E-3,7.00000000,
Note,TDS 2024B - 15:30:04   23-11-2023,,-52.95999721E-3,6.96000004,
,,,-52.91999876E-3,7.00000000,
,,,-52.87999660E-3,7.00000000,
,,,-52.83999816E-3,6.96000004,
,,,-52.79999971E-3,7.00000000,
,,,-52.75999755E-3,7.00000000,
,,,-52.71999910E-3,6.96000004,
,,,-52.67999694E-3,6.96000004,
,,,-52.63999850E-3,6.96000004,
,,,-52.60000005E-3,6.96000004,
,,,-52.55999789E-3,6.96000004,
,,,-52.51999944E-3,6.96000004,
,,,-52.47999728E-3,6.96000004,
,,,-52.43999884E-3,6.96000004,
,,,-52.39999667E-3,6.96000004,
,,,-52.35999823E-3,7.00000000,
,,,-52.31999978E-3,7.00000000,
,,,-52.27999762E-3,6.96000004,
,,,-52.23999918E-3,6.96000004,
,,,-52.19999701E-3,6.96000004,
,,,-52.15999857E-3,6.96000004,
,,,-52.12000012E-3,6.96000004,
,,,-52.07999796E-3,6.96000004,
,,,-52.03999951E-3,7.00000000,
,,,-51.99999735E-3,6.96000004,
,,,-51.95999891E-3,6.96000004,
,,,-51.91999674E-3,6.96000004,
,,,-51.87999830E-3,6.96000004,
,,,-51.83999985E-3,6.96000004,
,,,-51.79999769E-3,6.92000008,
,,,-51.75999925E-3,6.96000004,
,,,-51.71999708E-3,6.96000004,
,,,-51.67999864E-3,6.96000004,
,,,-51.64000019E-3,6.92000008,
,,,-51.59999803E-3,6.96000004,
,,,-51.55999959E-3,6.96000004,
,,,-51.51999742E-3,6.96000004,
,,,-51.47999898E-3,6.92000008,
,,,-51.43999681E-3,6.96000004,
,,,-51.39999837E-3,6.96000004,
,,,-51.35999992E-3,6.92000008,
,,,-51.31999776E-3,6.92000008,
,,,-51.27999932E-3,6.92000008,
,,,-51.23999715E-3,6.92000008,
,,,-51.19999871E-3,6.96000004,
,,,-51.16000026E-3,6.96000004,
,,,-51.11999810E-3,6.92000008,
,,,-51.07999966E-3,6.92000008,
,,,-51.03999749E-3,6.92000008,
,,,-50.99999905E-3,6.92000008,
,,,-50.95999688E-3,6.92000008,
,,,-50.91999844E-3,6.92000008,
,,,-50.88000000E-3,6.96000004,
,,,-50.83999783E-3,6.96000004,
,,,-50.79999939E-3,6.92000008,
,,,-50.75999722E-3,6.92000008,
,,,-50.71999878E-3,6.92000008,
,,,-50.67999661E-3,6.92000008,
,,,-50.63999817E-3,6.92000008,
,,,-50.59999973E-3,6.92000008,
,,,-50.55999756E-3,6.92000008,
,,,-50.51999912E-3,6.87999964,
,,,-50.47999695E-3,6.92000008,
,,,-50.43999851E-3,6.87999964,
,,,-50.40000007E-3,6.87999964,
,,,-50.35999790E-3,6.87999964,
,,,-50.31999946E-3,6.92000008,
,,,-50.27999729E-3,6.87999964,
,,,-50.23999885E-3,6.87999964,
,,,-50.19999668E-3,6.87999964,
,,,-50.15999824E-3,6.92000008,
,,,-50.11999980E-3,6.87999964,
,,,-50.07999763E-3,6.87999964,
,,,-50.03999919E-3,6.87999964,
,,,-49.99999702E-3,6.87999964,
,,,-49.95999858E-3,6.87999964,
,,,-49.92000014E-3,6.83999968,
,,,-49.87999797E-3,6.87999964,
,,,-49.83999953E-3,6.83999968,
,,,-49.79999736E-3,6.87999964,
,,,-49.75999892E-3,6.83999968,
,,,-49.71999675E-3,6.83999968,
,,,-49.67999831E-3,6.83999968,
,,,-49.63999987E-3,6.83999968,
,,,-49.59999770E-3,6.83999968,
,,,-49.55999926E-3,6.83999968,
,,,-49.51999709E-3,6.83999968,
,,,-49.47999865E-3,6.79999971,
,,,-49.44000021E-3,6.83999968,
,,,-49.39999804E-3,6.87999964,
,,,-49.35999960E-3,6.83999968,
,,,-49.31999743E-3,6.79999971,
,,,-49.27999899E-3,6.83999968,
,,,-49.23999682E-3,6.79999971,
,,,-49.19999838E-3,6.79999971,
,,,-49.15999994E-3,6.83999968,
,,,-49.11999777E-3,6.79999971,
,,,-49.07999933E-3,6.79999971,
,,,-49.03999716E-3,6.79999971,
,,,-48.99999872E-3,6.79999971,
,,,-48.96000028E-3,6.79999971,
,,,-48.91999811E-3,6.79999971,
,,,-48.87999967E-3,6.79999971,
,,,-48.83999750E-3,6.75999975,
,,,-48.79999906E-3,6.75999975,
,,,-48.75999689E-3,6.75999975,
,,,-48.71999845E-3,6.75999975,
,,,-48.68000001E-3,6.75999975,
,,,-48.63999784E-3,6.75999975,
,,,-48.59999940E-3,6.75999975,
,,,-48.55999723E-3,6.71999979,
,,,-48.51999879E-3,6.71999979,
,,,-48.47999662E-3,6.71999979,
,,,-48.43999818E-3,6.71999979,
,,,-48.39999974E-3,6.67999983,
,,,-48.35999757E-3,6.67999983,
,,,-48.31999913E-3,6.71999979,
,,,-48.27999696E-3,6.71999979,
,,,-48.23999852E-3,6.71999979,
,,,-48.20000008E-3,6.67999983,
,,,-48.15999791E-3,6.71999979,
,,,-48.11999947E-3,6.67999983,
,,,-48.07999730E-3,6.67999983,
,,,-48.03999886E-3,6.67999983,
,,,-47.99999669E-3,6.67999983,
,,,-47.95999825E-3,6.67999983,
,,,-47.91999981E-3,6.63999987,
,,,-47.87999764E-3,6.67999983,
,,,-47.83999920E-3,6.63999987,
,,,-47.79999703E-3,6.63999987,
,,,-47.75999859E-3,6.63999987,
,,,-47.72000015E-3,6.59999990,
,,,-47.67999798E-3,6.59999990,
,,,-47.63999954E-3,6.59999990,
,,,-47.59999737E-3,6.59999990,
,,,-47.55999893E-3,6.59999990,
,,,-47.51999676E-3,6.63999987,
,,,-47.47999832E-3,6.59999990,
,,,-47.43999988E-3,6.55999994,
,,,-47.39999771E-3,6.55999994,
,,,-47.35999927E-3,6.55999994,
,,,-47.31999710E-3,6.51999998,
,,,-47.27999866E-3,6.51999998,
,,,-47.24000022E-3,6.55999994,
,,,-47.19999805E-3,6.55999994,
,,,-47.15999961E-3,6.51999998,
,,,-47.11999744E-3,6.51999998,
,,,-47.07999900E-3,6.51999998,
,,,-47.03999683E-3,6.48000002,
,,,-46.99999839E-3,6.48000002,
,,,-46.95999995E-3,6.51999998,
,,,-46.91999778E-3,6.48000002,
,,,-46.87999934E-3,6.48000002,
,,,-46.83999717E-3,6.48000002,
,,,-46.79999873E-3,6.44000006,
,,,-46.76000029E-3,6.44000006,
,,,-46.71999812E-3,6.44000006,
,,,-46.67999968E-3,6.39999962,
,,,-46.63999751E-3,6.39999962,
,,,-46.59999907E-3,6.39999962,
,,,-46.55999690E-3,6.39999962,
,,,-46.51999846E-3,6.39999962,
,,,-46.48000002E-3,6.39999962,
,,,-46.43999785E-3,6.39999962,
,,,-46.39999941E-3,6.31999969,
,,,-46.35999724E-3,6.35999966,
,,,-46.31999880E-3,6.31999969,
,,,-46.28000036E-3,6.35999966,
,,,-46.23999819E-3,6.31999969,
,,,-46.19999975E-3,6.31999969,
,,,-46.15999758E-3,6.31999969,
,,,-46.11999914E-3,6.31999969,
,,,-46.07999697E-3,6.31999969,
,,,-46.03999853E-3,6.31999969,
,,,-46.00000009E-3,6.27999973,
,,,-45.95999792E-3,6.27999973,
,,,-45.91999948E-3,6.23999977,
,,,-45.87999731E-3,6.27999973,
,,,-45.83999887E-3,6.23999977,
,,,-45.79999670E-3,6.23999977,
,,,-45.75999826E-3,6.23999977,
,,,-45.71999982E-3,6.23999977,
,,,-45.67999765E-3,6.19999981,
,,,-45.63999921E-3,6.23999977,
,,,-45.59999704E-3,6.19999981,
,,,-45.55999860E-3,6.19999981,
,,,-45.52000016E-3,6.19999981,
,,,-45.47999799E-3,6.19999981,
,,,-45.43999955E-3,6.15999985,
,,,-45.39999738E-3,6.11999989,
,,,-45.35999894E-3,6.15999985,
,,,-45.31999677E-3,6.15999985,
,,,-45.27999833E-3,6.15999985,
