8.400000632E-3,354.00000215E-3,
8.440000936E-3,356.00000620E-3,
8.480000310E-3,360.00001431E-3,
8.520000614E-3,362.00001836E-3,
8.560000919E-3,364.00002241E-3,
8.600000292E-3,366.00002646E-3,
8.640000597E-3,368.00003052E-3,
8.680000901E-3,374.00001287E-3,
8.720000274E-3,374.00001287E-3,
8.760000579E-3,376.00001693E-3,
8.800000884E-3,380.00002503E-3,
8.840000257E-3,382.00002909E-3,
8.880000561E-3,386.00000739E-3,
8.920000866E-3,388.00001144E-3,
8.960000239E-3,390.00001550E-3,
9.000000544E-3,390.00001550E-3,
9.040000848E-3,392.00001955E-3,
9.080000222E-3,396.00002766E-3,
9.120000526E-3,396.00002766E-3,
9.160000831E-3,398.00003171E-3,
9.200000204E-3,398.00003171E-3,
9.240000509E-3,400.00000596E-3,
9.280000813E-3,400.00000596E-3,
9.320000187E-3,400.00000596E-3,
9.360000491E-3,402.00001001E-3,
9.400000796E-3,404.000014067E-3,
9.440000169E-3,404.000014067E-3,
9.480000474E-3,404.000014067E-3,
9.520000778E-3,406.000018120E-3,
9.560000151E-3,406.000018120E-3,
9.600000456E-3,404.000014067E-3,
9.640000761E-3,406.000018120E-3,
9.680001065E-3,408.000022173E-3,
9.720000438E-3,408.000022173E-3,
9.760000743E-3,408.000022173E-3,
9.800001048E-3,410.000026226E-3,
9.840000421E-3,410.000026226E-3,
9.880000725E-3,408.000022173E-3,
9.920001030E-3,410.000026226E-3,
9.960000403E-3,410.000026226E-3,
10.0000007E-3,410.000026226E-3,
10.0400010E-3,408.000022173E-3,
10.0800004E-3,410.000026226E-3,
10.1200007E-3,412.000030279E-3,
10.1600010E-3,410.000026226E-3,
10.2000004E-3,414.000034332E-3,
10.2400007E-3,414.000034332E-3,
10.2800010E-3,410.000026226E-3,
10.3200004E-3,412.000030279E-3,
10.3600007E-3,414.000034332E-3,
10.4000010E-3,412.000030279E-3,
10.4400003E-3,412.000030279E-3,
10.4800006E-3,412.000030279E-3,
10.5200009E-3,412.000030279E-3,
10.5600003E-3,412.000030279E-3,
10.6000006E-3,414.000034332E-3,
10.6400009E-3,410.000026226E-3,
10.6800003E-3,412.000030279E-3,
10.7200006E-3,414.000034332E-3,
10.7600009E-3,410.000026226E-3,
10.8000003E-3,412.000030279E-3,
10.8400006E-3,410.000026226E-3,
10.8800009E-3,410.000026226E-3,
10.9200003E-3,414.000034332E-3,
10.9600006E-3,412.000030279E-3,
11.0000009E-3,412.000030279E-3,
11.0400002E-3,410.000026226E-3,
11.0800005E-3,412.000030279E-3,
11.1200009E-3,412.000030279E-3,
11.1600002E-3,410.000026226E-3,
11.2000005E-3,410.000026226E-3,
11.2400008E-3,410.000026226E-3,
11.2800002E-3,410.000026226E-3,
11.3200005E-3,412.000030279E-3,
11.3600008E-3,410.000026226E-3,
11.4000002E-3,410.000026226E-3,
11.4400005E-3,412.000030279E-3,
11.4800008E-3,410.000026226E-3,
11.5200002E-3,412.000030279E-3,
11.5600005E-3,410.000026226E-3,
11.6000008E-3,412.000030279E-3,
11.6400002E-3,412.000030279E-3,
11.6800005E-3,410.000026226E-3,
11.7200008E-3,412.000030279E-3,
11.7600001E-3,410.000026226E-3,
11.8000004E-3,410.000026226E-3,
11.8400007E-3,410.000026226E-3,
11.8800001E-3,410.000026226E-3,
11.9200004E-3,412.000030279E-3,
11.9600007E-3,410.000026226E-3,
12.0000001E-3,408.000022173E-3,
12.0400004E-3,410.000026226E-3,
12.0800007E-3,412.000030279E-3,
12.1200001E-3,410.000026226E-3,
12.1600004E-3,410.000026226E-3,
12.2000007E-3,410.000026226E-3,
12.2400001E-3,410.000026226E-3,
12.2800004E-3,410.000026226E-3,
12.3200007E-3,410.000026226E-3,
12.3600010E-3,410.000026226E-3,
12.4000004E-3,410.000026226E-3,
12.4400007E-3,410.000026226E-3,
12.4800010E-3,410.000026226E-3,
12.5200003E-3,410.000026226E-3,
12.5600006E-3,410.000026226E-3,
12.6000009E-3,408.000022173E-3,
12.6400003E-3,410.000026226E-3,
12.6800006E-3,410.000026226E-3,
12.7200009E-3,410.000026226E-3,
12.7600003E-3,410.000026226E-3,
12.8000006E-3,410.000026226E-3,
12.8400009E-3,408.000022173E-3,
12.8800003E-3,410.000026226E-3,
12.9200006E-3,408.000022173E-3,
12.9600009E-3,410.000026226E-3,
13.0000003E-3,410.000026226E-3,
13.0400006E-3,410.000026226E-3,
13.0800009E-3,408.000022173E-3,
13.1200003E-3,408.000022173E-3,
13.1600006E-3,408.000022173E-3,
13.2000009E-3,410.000026226E-3,
13.2400002E-3,410.000026226E-3,
13.2800005E-3,410.000026226E-3,
13.3200008E-3,410.000026226E-3,
13.3600002E-3,408.000022173E-3,
13.4000005E-3,408.000022173E-3,
13.4400008E-3,408.000022173E-3,
13.4800002E-3,410.000026226E-3,
13.5200005E-3,410.000026226E-3,
13.5600008E-3,408.000022173E-3,
13.6000002E-3,410.000026226E-3,
13.6400005E-3,408.000022173E-3,
13.6800008E-3,410.000026226E-3,
13.7200002E-3,408.000022173E-3,
13.7600005E-3,410.000026226E-3,
13.8000008E-3,408.000022173E-3,
13.8400001E-3,406.000018120E-3,
13.8800004E-3,408.000022173E-3,
13.9200008E-3,408.000022173E-3,
13.9600001E-3,408.000022173E-3,
14.0000004E-3,408.000022173E-3,
14.0400007E-3,408.000022173E-3,
14.0800001E-3,408.000022173E-3,
14.1200004E-3,406.000018120E-3,
14.1600007E-3,408.000022173E-3,
14.2000001E-3,408.000022173E-3,
14.2400004E-3,410.000026226E-3,
14.2800007E-3,408.000022173E-3,
14.3200001E-3,410.000026226E-3,
14.3600004E-3,408.000022173E-3,
14.4000007E-3,406.000018120E-3,
14.4400001E-3,408.000022173E-3,
14.4800004E-3,410.000026226E-3,
14.5200007E-3,410.000026226E-3,
14.5600000E-3,408.000022173E-3,
14.6000003E-3,408.000022173E-3,
14.6400006E-3,408.000022173E-3,
14.6800000E-3,408.000022173E-3,
14.7200003E-3,406.000018120E-3,
14.7600006E-3,406.000018120E-3,
14.8000009E-3,408.000022173E-3,
14.8400003E-3,406.000018120E-3,
14.8800006E-3,406.000018120E-3,
14.9200009E-3,408.000022173E-3,
14.9600003E-3,408.000022173E-3,
15.0000006E-3,406.000018120E-3,
15.0400009E-3,406.000018120E-3,
15.0800003E-3,408.000022173E-3,
15.1200006E-3,406.000018120E-3,
15.1600009E-3,410.000026226E-3,
15.2000003E-3,408.000022173E-3,
15.2400006E-3,408.000022173E-3,
15.2800009E-3,406.000018120E-3,
15.3200002E-3,408.000022173E-3,
15.3600005E-3,406.000018120E-3,
15.4000008E-3,408.000022173E-3,
15.4400002E-3,406.000018120E-3,
15.4800005E-3,406.000018120E-3,
15.5200008E-3,408.000022173E-3,
15.5600002E-3,408.000022173E-3,
15.6000005E-3,406.000018120E-3,
15.6399999E-3,408.000022173E-3,
15.6800002E-3,406.000018120E-3,
15.7200005E-3,406.000018120E-3,
15.7600008E-3,404.000014067E-3,
15.8000011E-3,408.000022173E-3,
15.8399995E-3,408.000022173E-3,
15.8799998E-3,406.000018120E-3,
15.9200002E-3,406.000018120E-3,
15.9600005E-3,406.000018120E-3,
16.0000008E-3,408.000022173E-3,
16.0400011E-3,406.000018120E-3,
16.0799995E-3,406.000018120E-3,
16.1199998E-3,404.000014067E-3,
16.1600001E-3,406.000018120E-3,
16.2000004E-3,404.000014067E-3,
16.2400007E-3,406.000018120E-3,
16.2800010E-3,406.000018120E-3,
16.3200013E-3,404.000014067E-3,
16.3599998E-3,404.000014067E-3,
16.4000001E-3,404.000014067E-3,
16.4400004E-3,404.000014067E-3,
16.4800007E-3,404.000014067E-3,
16.5200010E-3,406.000018120E-3,
16.5600013E-3,404.000014067E-3,
16.5999997E-3,406.000018120E-3,
16.6400000E-3,404.000014067E-3,
16.6800003E-3,404.000014067E-3,
16.7200007E-3,406.000018120E-3,
16.7600010E-3,404.000014067E-3,
16.8000013E-3,406.000018120E-3,
16.8399997E-3,404.000014067E-3,
16.8800000E-3,404.000014067E-3,
16.9200003E-3,404.000014067E-3,
16.9600006E-3,404.000014067E-3,
17.0000009E-3,404.000014067E-3,
17.0400012E-3,406.000018120E-3,
17.0799997E-3,404.000014067E-3,
17.1200000E-3,404.000014067E-3,
17.1600003E-3,404.000014067E-3,
17.2000006E-3,404.000014067E-3,
