Record Length,2500,Points,58.199997991E-3,327.19999552E-3,,Record Length,2500,Points,58.199997991E-3,168.79999638E-3,
Sample Interval,3.99999999E-6,s,58.203998953E-3,327.99997926E-3,,Sample Interval,3.99999999E-6,s,58.203998953E-3,167.19999909E-3,
Trigger Point,-14.5500002E3,Samples,58.207996190E-3,327.19999552E-3,,Trigger Point,-14.5500002E3,Samples,58.207996190E-3,167.99999774E-3,
,,,58.211997151E-3,327.19999552E-3,,,,,58.211997151E-3,167.19999909E-3,
,,,58.215998113E-3,327.99997926E-3,,,,,58.215998113E-3,167.19999909E-3,
,,,58.219999075E-3,327.99997926E-3,,,,,58.219999075E-3,167.99999774E-3,
Source,CH1,,58.223996311E-3,327.99997926E-3,,Source,CH2,,58.223996311E-3,167.99999774E-3,
Vertical Units,Volts,,58.227997273E-3,327.99997926E-3,,Vertical Units,Volts,,58.227997273E-3,167.19999909E-3,
Vertical Scale,19.9999995E-3,,58.231998235E-3,327.19999552E-3,,Vertical Scale,19.9999995E-3,,58.231998235E-3,169.59999502E-3,
Vertical Offset,0,,58.235999197E-3,327.99997926E-3,,Vertical Offset,0,,58.235999197E-3,167.19999909E-3,
Horizontal Units,s,,58.239996433E-3,327.99997926E-3,,Horizontal Units,s,,58.239996433E-3,167.99999774E-3,
Horizontal Scale,1.000000E-3,,58.243997395E-3,327.99997926E-3,,Horizontal Scale,1.000000E-3,,58.243997395E-3,167.99999774E-3,
Pt Fmt,Y,,58.247998357E-3,328.79999280E-3,,Pt Fmt,Y,,58.247998357E-3,167.19999909E-3,
Yzero,-16.0400000,,58.251999319E-3,327.99997926E-3,,Yzero,-7.840000000,,58.251999319E-3,168.79999638E-3,
Probe Atten,1.000000,,58.255996555E-3,327.99997926E-3,,Probe Atten,1.000000,,58.255996555E-3,167.19999909E-3,
,,,58.259997517E-3,327.99997926E-3,,,,,58.259997517E-3,167.99999774E-3,
Note,TDS 2024B - 12:47:52   4-12-2023,,58.263998479E-3,328.79999280E-3,,Note,TDS 2024B - 12:47:52   4-12-2023,,58.263998479E-3,167.19999909E-3,
,,,58.267999440E-3,327.99997926E-3,,,,,58.267999440E-3,167.99999774E-3,
,,,58.271996677E-3,327.99997926E-3,,,,,58.271996677E-3,168.79999638E-3,
,,,58.275997639E-3,327.99997926E-3,,,,,58.275997639E-3,169.59999502E-3,
,,,58.279998600E-3,327.99997926E-3,,,,,58.279998600E-3,168.79999638E-3,
,,,58.283999562E-3,327.99997926E-3,,,,,58.283999562E-3,167.99999774E-3,
,,,58.287996799E-3,328.79999280E-3,,,,,58.287996799E-3,167.19999909E-3,
,,,58.291997761E-3,329.60000634E-3,,,,,58.291997761E-3,168.79999638E-3,
,,,58.295998722E-3,328.79999280E-3,,,,,58.295998722E-3,167.99999774E-3,
,,,58.299999684E-3,327.99997926E-3,,,,,58.299999684E-3,167.99999774E-3,
,,,58.303996921E-3,327.99997926E-3,,,,,58.303996921E-3,167.99999774E-3,
,,,58.307997882E-3,328.79999280E-3,,,,,58.307997882E-3,169.59999502E-3,
,,,58.311998844E-3,328.79999280E-3,,,,,58.311998844E-3,168.79999638E-3,
,,,58.315999806E-3,328.79999280E-3,,,,,58.315999806E-3,167.99999774E-3,
,,,58.319997042E-3,327.99997926E-3,,,,,58.319997042E-3,168.79999638E-3,
,,,58.323998004E-3,328.79999280E-3,,,,,58.323998004E-3,168.79999638E-3,
,,,58.327998966E-3,328.79999280E-3,,,,,58.327998966E-3,167.99999774E-3,
,,,58.331996202E-3,328.79999280E-3,,,,,58.331996202E-3,168.79999638E-3,
,,,58.335997164E-3,328.79999280E-3,,,,,58.335997164E-3,167.19999909E-3,
,,,58.339998126E-3,329.60000634E-3,,,,,58.339998126E-3,169.59999502E-3,
,,,58.343999088E-3,328.79999280E-3,,,,,58.343999088E-3,169.59999502E-3,
,,,58.347996324E-3,330.39999008E-3,,,,,58.347996324E-3,167.19999909E-3,
,,,58.351997286E-3,328.79999280E-3,,,,,58.351997286E-3,168.79999638E-3,
